Adduct,AllGroups,Analog:Adduct,Analog:Compound_Name,Analog:Compound_Source,Analog:Data_Collector,Analog:GNPSLibraryURL,Analog:IIN Best Ion=Library Adduct,Analog:INCHI,Analog:Instrument,Analog:Ion_Source,Analog:IonMode,Analog:Library_Class,Analog:MassDiff,Analog:MQScore,Analog:MZErrorPPM,Analog:PI,Analog:SharedPeaks,Analog:Smiles,Analog:SpectrumID,Analog:tags,Annotated Adduct Features ID,ATTRIBUTE_control,ATTRIBUTE_culture,ATTRIBUTE_media,ATTRIBUTE_number,ATTRIBUTE_sample,Best Ion,charge,ClassyFire#all classifications,ClassyFire#class,ClassyFire#class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#superclass,ClassyFire#superclass probability,cluster index,componentindex,Compound_Name,Compound_Source,Correlated Features Group ID,Data_Collector,DefaultGroups,featureId,G1,G2,G3,G4,G5,G6,GNPSGROUP:1,GNPSGROUP:1910,GNPSGROUP:19197,GNPSGROUP:2,GNPSGROUP:3,GNPSGROUP:7806,GNPSGROUP:A,GNPSGROUP:blank,GNPSGROUP:control,GNPSGROUP:N,GNPSGROUP:spentmedia,GNPSGROUP:U,GNPSLibraryURL,GNPSLinkout_Cluster,GNPSLinkout_Network,id,IIN Best Ion=Library Adduct,INCHI,Instrument,Ion_Source,IonMode,LE-197_1-U2,LE19-10_1-A1,LE19-10_1-A2,LE19-10_1-A3,LE19-10_1-N1,LE19-10_1-N2,LE19-10_1-N3,LE19-10_1-U1,LE19-10_1-U2,LE19-10_1-U3,LE19-197_1-A1,LE19-197_1-A2,LE19-197_1-A3,LE19-197_1-N1,LE19-197_1-N2,LE19-197_1-N3,LE19-197_1-U1,LE19-197_1-U3,Library_Class,MassDiff,molecularFormula,MQScore,MZErrorPPM,name,neutral M mass,NODE_TYPE,NPC#class,NPC#class Probability,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,number of spectra,p,p-corrected,parent mass,PCC-7806-A1,PCC-7806-N1,PCC-7806-U1,PCC7806-A2,PCC7806-A3,PCC7806-N2,PCC7806-N3,PCC7806-U2,PCC7806-U3,PI,precursor mass,precursorFormula,RTConsensus,RTMean,selected,shared name,SharedPeaks,significant,Smiles,SpectrumID,statistic,stats_significant,sum(precursor intensity),tags,Total peak area,UniqueFileSources
[M + H]+,N/A,M+H,Ergothioneine,Isolated,Massbank,http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005726245,FALSE,"1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)/t7-/m0/s1",Hybrid FT,ESI,Positive,3,0.000289917,0.9472280000000000,1.2599800000000000,Massbank,8,C[N+](C)(C)[C@@H](Cc1c[nH]c(n1)S)C(=O)[O-],CCMSLIB00005726245,nan,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Imidazolines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acids; Thioureas; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Imidazolethiones; Alpha amino acids; Amines; Azolines; Organic cations; Organic salts; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Tetraalkylammonium salts; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.99998939037323,Amino acids and derivatives,0.9999988079071050,Histidine and derivatives,0.9986152648925780,"Amino acids, peptides, and analogues",0.9999985694885250,Organic acids and derivatives,0.9999970197677610,725,-1,Massbank:UA006001 L-(+)-Ergothioneine|L-Ergothioneine|5-[(2S)-2-Carboxy-2-(trimethylazaniumyl)ethyl]-1H-imidazole-2-thiolate,Isolated,,Massbank,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,66795.84468888890,98932.98746666670,12068.857811111100,84122.24258888890,42208.284555555600,82124.52655555560,53258.2953,0.0,0.0,65423.02375,60987.27531578950,55132.4156,http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005726245,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""725"",""main.cluster index_upperinput"":""725""}",This Node is a Singleton,565_testrun_sirius_725,FALSE,"1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)/t7-/m0/s1",Hybrid FT,ESI,Positive,-0.64180064060726,3.12173176958336,2.01353614333349,0.648813371403076,-0.0913183844386304,-0.811477959835326,-0.342998904029293,0.3461475425783,2.01415271267533,0.174303008396155,-0.415343415524078,-0.594539833473928,-0.636009017355077,-0.779987642428204,-0.825632934278048,-0.806475436719351,-0.59625801745975,-0.690151655801468,3,0.000289917,C9H15N3O2S,0.9472280000000000,1.2599800000000000,725,0.0,Feature Node,Aminoacids,0.7599169015884400,Amino acids and Peptides,0.7382379770278930,Small peptides,0.8476190567016600,27,0.61786735,1.0,230.0957,-0.629937079910758,0.0960462520681315,0.0741787813106261,-0.58163052471235,-0.543130539827656,1.48068859467546,-0.370845625980252,-0.54184063887412,-0.0702199247683722,Massbank,230.0957,C9H15N3O2S,14.0246,14.0246,FALSE,725,8,FALSE,C[N+](C)(C)[C@@H](Cc1c[nH]c(n1)S)C(=O)[O-],CCMSLIB00005726245,0.962963,,1738137.3465000000,nan,193126,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,1910","N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic cations; Organic zwitterions; Organic salts; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9988001585006710,Amino acids and derivatives,0.7901499271392820,Alpha amino acids and derivatives,0.8080753684043880,"Amino acids, peptides, and analogues",0.7735394835472110,Organic acids and derivatives,0.9997298121452330,754,39,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,50700.683933333300,27362.733533333300,0.0,57352.75777777780,64288.47371111110,144979.18188888900,6432.95917,0.0,0.0,127457.72200000000,54423.76276491230,21217.04271,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""754"",""main.cluster index_upperinput"":""754""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=36567cda770c411aa0815b3fa7203a3e&show=true,591_testrun_sirius_754,,,,,,-0.651188099289162,-0.651188099289162,-0.651188099289162,-0.632757606618999,0.493659168318447,0.188663036180658,0.75647466032703,-0.633765615411246,-0.651188099289162,-0.619369539700364,-0.651188099289162,-0.651188099289162,-0.651188099289162,-0.651188099289162,-0.651188099289162,-0.651188099289162,-0.651188099289162,-0.651188099289162,,,C11H22N2O3,,,754,0.0,Feature Node,Dipeptides,0.68548983335495,Amino acids and Peptides,0.6484919786453250,Small peptides,0.9366649985313420,15,0.11961742,1.0,231.1702,-0.075866813046075,2.15186661753617,0.38651677094927,-0.306611763793338,-0.154024714432185,2.41846502279201,2.9531087514224,0.385555145899981,0.502344071046165,,231.1702,C11H22N2O3,15.1909,15.1909,FALSE,754,,FALSE,,,4.2469134,,1551077.2388000000,,172341,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,1910,N,"2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Guanidines; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Carboximidamides; Methyl esters; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9998552799224850,Amino acids and derivatives,0.9994423985481260,Alpha amino acid esters,0.8845193982124330,"Amino acids, peptides, and analogues",0.9994063377380370,Organic acids and derivatives,0.999925971031189,637,-1,,,89.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,19331.040000000000,81682.87466666670,0.0,2054.6680000000000,60297.166666666700,0.0,0.0,0.0,0.0,73514.5872,25794.592,0.0,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""637"",""main.cluster index_upperinput"":""637""}",This Node is a Singleton,506_testrun_sirius_637,,,,,,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,1.68436723094716,-0.0830467876069182,4.74128832820532,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,,,C7H13N3O2,,,637,0.0,Feature Node,Aminoacids,0.9595890045166020,Amino acids and Peptides,0.9249798655509950,Small peptides,0.9853146076202390,3,0.0041295164,1.0,172.1079,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,-0.264275365481065,,172.1079,C7H13N3O2,11.5741,11.5741,FALSE,637,,FALSE,,,10.97919,,735145.872,,81682,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9999988079071050,Amino acids and derivatives,0.9997918009758000,Alpha amino acids,0.9526332020759580,"Amino acids, peptides, and analogues",0.9997847676277160,Organic acids and derivatives,0.9999998807907100,762,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,19499.87522222220,44028.729555555600,0.0,9417.113777777780,21433.059555555600,6321.319,3150.1032,1741683.9166666700,435420.9791666670,37923.7901,15900.015333333300,4241.1504,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""762"",""main.cluster index_upperinput"":""762""}",This Node is a Singleton,599_testrun_sirius_762,,,,,,-0.466636382522841,0.13174712893668,-0.00696088752924141,-0.111902911611115,3.53816698654222,0.464734541931864,3.29276271866939,-0.0482960859146565,0.24019159021936,-0.0926057846307752,-0.466636382522841,-0.466636382522841,-0.466636382522841,-0.466636382522841,-0.466636382522841,-0.466636382522841,-0.466636382522841,-0.466636382522841,,,C4H8N2O3,,,762,0.0,Feature Node,Aminoacids,0.9855958223342900,Amino acids and Peptides,0.9954965114593510,Small peptides,0.9990783929824830,14,,,133.0608,-0.466636382522841,-0.174342391091687,-0.466636382522841,-0.466636382522841,-0.466636382522841,-0.133965997985498,-0.0999831696939333,-0.466636382522841,-0.466636382522841,,133.0608,C4H8N2O3,15.381,15.381,FALSE,762,,,,,,,5678202.187,,50350,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Pterins and derivatives; Ketones; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Biopterins and derivatives; Secondary alcohols; Ketimines; Carbonyl compounds; Acyloins; Amines; Primary amines; Aromatic alcohols; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Pteridines and derivatives,0.9991874098777770,Biopterins and derivatives,0.986670196056366,Biopterins and derivatives,0.986670196056366,Pterins and derivatives,0.9942730069160460,Organoheterocyclic compounds,0.9989215135574340,281,16,,,77.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,3060863.5177777800,1002939.3466666700,6404873.255555560,2769981.4900000000,2600092.777777780,1023125.1833333300,1833163.215425,0.0,3951.5219125,2662110.23274,2662678.7057482500,3094151.1676,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""281"",""main.cluster index_upperinput"":""281""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=36567cda770c411aa0815b3fa7203a3e&show=true,222_testrun_sirius_281,,,,,,1.60082297931345,0.0483897040715149,-0.346889412274802,-0.373704756279243,-0.689368562841131,-0.831597311745869,-0.755886037335649,-0.740791238086031,-0.671790202898332,-0.750047635297453,0.56484559750841,0.273476462302258,0.886811368536822,3.01531933462115,1.2672906174933,0.3547771487424,1.84497130761612,1.22086768323172,,,C9H11N5O3,,,281,0.0,Feature Node,pteridine alkaloids,0.9738441705703740,Alkaloids,0.9963427186012270,Pseudoalkaloids,0.9480747580528260,30,0.8383104,1.0,220.0827,-0.572874516406543,-0.82402257487192,-0.601110045280504,-0.611231947459095,-0.539565467857013,-0.781540721729525,-0.761298825014329,-0.628478430330911,-0.597374517728801,,220.0827,C9H9N5O2,2.4499,2.4499,FALSE,281,,FALSE,,,0.35273367,,7.589424615765E+07,,8430937,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Diazines; Amines; Primary amines; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Diazines,0.5174462795257570,,,Diazines,0.5174462795257570,,,Organoheterocyclic compounds,0.9980973601341250,374,-1,,,34.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,30104.023363333300,28009.65027777780,170081.36549555600,167743.01581,716.8071688888890,472.8305688888890,74.08469600000000,213.6761666666670,1129.4815991666700,178772.951745,62779.88569105260,290.85029,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""374"",""main.cluster index_upperinput"":""374""}",This Node is a Singleton,312_testrun_sirius_374,,,,,,-0.237337194167643,-0.237337194167643,-0.237337194167643,-0.237337194167643,0.75668008169344,-0.233382800300747,-0.237337194167643,-0.237337194167643,-0.237337194167643,-0.232576944423118,-0.237337194167643,-0.235682547554338,-0.237337194167643,-0.101246353688069,5.00805788424661,-0.231401447995722,-0.235753458084563,-0.235245311566994,,,C4H6N2O,,,374,0.0,Feature Node,Imidazole alkaloids,0.3884675204753880,Alkaloids,0.9547638893127440,Histidine alkaloids,0.4479920566082000,19,0.0036217016,1.0,99.0556,-0.237337194167643,-0.235749591173652,-0.236318564047853,-0.237337194167643,-0.234868074797952,-0.236284716442019,-0.232373464772057,-0.237337194167643,-0.235808361081252,,99.0556,C4H6N2O,4.112,4.112,FALSE,374,,FALSE,,,11.241623,,1792019.8958100000,,198563,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Diazines; 6-oxopurines; Secondary alcohols; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Purine nucleosides,0.889705240726471,,,Purine nucleosides,0.889705240726471,,,"Nucleosides, nucleotides, and analogues",0.9766675233840940,239,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,26692.90047222220,14268.676338888900,210993.108,164623.13843888900,41594.53776666670,7648.7923388888900,3972.08525,0.0,7276.02875,207873.12225000000,74061.30693333330,684.7230100000000,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""239"",""main.cluster index_upperinput"":""239""}",This Node is a Singleton,184_testrun_sirius_239,,,,,,-0.306023625235436,-0.251780751919546,-0.193774152362706,-0.298848591451394,-0.0826784455739193,-0.174601730007961,-0.261143158830862,-0.306023625235436,-0.301574902820937,-0.299665430861757,-0.306023625235436,-0.306023625235436,-0.285547592869334,0.978616859565661,4.87257282362234,0.676966030525472,-0.306023625235436,-0.306023625235436,,,C9H12N4O3,,,239,0.0,Feature Node,Purine nucleos(t)ides,0.9010822176933290,Carbohydrates,0.9533426761627200,Nucleosides,0.9364921450614930,22,8.4612795E-05,0.029191414287197400,207.0876,-0.286315910845718,-0.296312470347969,-0.301952698321438,-0.287612181867923,-0.281153019725451,-0.237568020477316,-0.254893376848352,-0.295803132239528,-0.300788394928751,,207.0876,C9H10N4O2,2.0757,2.0757,FALSE,239,,TRUE,,,18.75485,,2125299.3051000000,,232910,N/A
,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,,,,,,,,,,,,797,39,,,92.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,1045845.1188888900,970032.2122222220,17424.77267777780,969071.6067777780,1024031.3703444400,2051491.111111110,366717.24343000000,0.0,3018.0603250000000,1758950.38176,959879.6135,610592.88535,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""797"",""main.cluster index_upperinput"":""797""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=36567cda770c411aa0815b3fa7203a3e&show=true,,,,,,,-1.03232595719122,-0.352659466253106,-0.164776702302868,-0.669294292072272,2.06755334369192,0.626108291818181,1.359691379334,-0.690465120959101,-0.489396919897406,-0.788594153614997,-1.03470258294121,-1.03470258294121,-1.03470258294121,-0.7322774179347,-1.02982748535345,-1.03470258294121,-1.03470258294121,-1.03339037007407,,,,,,797,0.0,Feature Node,,,,,,,24,0.15502056,1.0,190.1629,0.148987222135783,1.26946605116975,1.33812163566262,0.488920542472973,0.408376681597572,1.31849584215437,1.50961464392272,0.422124198928773,1.19906096747058,,190.1629,,17.9,17.9,FALSE,797,,FALSE,,,3.728395,,2.73626051054E+07,,3038948,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Fatty Acyls,0.9314326047897340,N-acyl amines,0.8947309255599980,N-acyl amines,0.8947309255599980,Fatty amides,0.8771122694015500,Lipids and lipid-like molecules,0.9509521126747130,758,6,,,5.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,2874.1773444444400,3332.792211111110,0.0,1555.4647,3138.7389444444400,4235.588777777780,799.1021500000000,302658.00666666700,75664.50166666670,5560.3447,2390.015049122810,452.09604,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""758"",""main.cluster index_upperinput"":""758""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=36567cda770c411aa0815b3fa7203a3e&show=true,595_testrun_sirius_758,,,,,,-0.647995733957801,0.109015399942061,0.49606250974995,1.02324299552656,2.09399800747693,-0.647995733957801,1.77942486502847,0.823269470952584,-0.647995733957801,-0.647995733957801,-0.647995733957801,-0.647995733957801,-0.647995733957801,-0.647995733957801,-0.647995733957801,-0.647995733957801,-0.647995733957801,-0.647995733957801,,,C14H28N2O8S2,,,758,0.0,Feature Node,Wax monoesters,0.2166702300310140,Alkaloids,0.7167208194732670,Small peptides,0.23337197303772000,11,,,434.1621,-0.647995733957801,1.64819108167994,-0.647995733957801,-0.647995733957801,-0.647995733957801,1.40909746581007,2.28162141507385,-0.647995733957801,-0.647995733957801,,434.1621,C14H31N3O8S2,15.3362,15.3362,FALSE,758,,,,,,,976089.4489,,7568,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Ketones; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Purinones; Carboxylic acid derivatives; Diazines; 6-oxopurines; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; N-arylamides; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Imidazopyrimidines,0.8232917189598080,Xanthines,0.6496221423149110,Xanthines,0.6496221423149110,Purines and purine derivatives,0.8525704145431520,Organoheterocyclic compounds,0.999677300453186,334,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,221381.46955555600,33655.38316666670,304225.4848888890,76953.04902222220,60927.5905,21381.24102222220,47848.01872,0.0,0.0,19381.60815,113451.19234035100,256106.27130000000,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""334"",""main.cluster index_upperinput"":""334""}",This Node is a Singleton,272_testrun_sirius_334,,,,,,1.06139548124978,-0.0532958895450509,-0.198475055209007,-0.219848779845961,-0.36858670455607,-0.35458955208015,-0.417012165677625,-0.293742225694817,-0.209097922041674,-0.282100925440238,-0.00657438098369649,-0.0764900333531115,0.277228122602858,-0.293765552747835,-0.265242842149272,-0.329729004849985,4.85339163890076,0.317462410779128,,,C9H10N4O3,,,334,0.0,Feature Node,Purine alkaloids,0.4304431974887850,Alkaloids,0.820797324180603,Pseudoalkaloids,0.41581079363822900,27,0.040935107,1.0,223.0824,-0.364443862119827,-0.396682564752965,-0.258053193399164,-0.409482758633186,-0.35703041650075,-0.378462493481477,-0.399397175368503,-0.366579549122637,-0.21079460597953,,223.0824,C9H10N4O3,3.048,3.048,FALSE,334,,FALSE,,,6.3915343,,3233358.9817000000,,359262,N/A
